"","x","y","z"
"45905",5,"e",2016-12-01
"45906",1,"a",2016-08-01
"45907",1,"b",2016-09-01
"45908",3,"c",2016-10-01
"45909",4,"d",2016-11-01
"45910",5,"e",2016-12-01
"45911",1,"a",2016-08-01
"45912",1,"b",2016-09-01
"45913",3,"c",2016-10-01
"45914",4,"d",2016-11-01
"45915",5,"e",2016-12-01
"45916",1,"a",2016-08-01
"45917",1,"b",2016-09-01
"45918",3,"c",2016-10-01
"45919",4,"d",2016-11-01
"45920",5,"e",2016-12-01
"45921",1,"a",2016-08-01
"45922",1,"b",2016-09-01
"45923",3,"c",2016-10-01
"45924",4,"d",2016-11-01
"45925",5,"e",2016-12-01
"45926",1,"a",2016-08-01
"45927",1,"b",2016-09-01
"45928",3,"c",2016-10-01
"45929",4,"d",2016-11-01
"45930",5,"e",2016-12-01
"45931",1,"a",2016-08-01
"45932",1,"b",2016-09-01
"45933",3,"c",2016-10-01
"45934",4,"d",2016-11-01
"45935",5,"e",2016-12-01
"45936",1,"a",2016-08-01
"45937",1,"b",2016-09-01
"45938",3,"c",2016-10-01
"45939",4,"d",2016-11-01
"45940",5,"e",2016-12-01
"45941",1,"a",2016-08-01
"45942",1,"b",2016-09-01
"45943",3,"c",2016-10-01
"45944",4,"d",2016-11-01
"45945",5,"e",2016-12-01
"45946",1,"a",2016-08-01
"45947",1,"b",2016-09-01
"45948",3,"c",2016-10-01
"45949",4,"d",2016-11-01
"45950",5,"e",2016-12-01
"45951",1,"a",2016-08-01
"45952",1,"b",2016-09-01
"45953",3,"c",2016-10-01
"45954",4,"d",2016-11-01
"45955",5,"e",2016-12-01
"45956",1,"a",2016-08-01
"45957",1,"b",2016-09-01
"45958",3,"c",2016-10-01
"45959",4,"d",2016-11-01
"45960",5,"e",2016-12-01
"45961",1,"a",2016-08-01
"45962",1,"b",2016-09-01
"45963",3,"c",2016-10-01
"45964",4,"d",2016-11-01
"45965",5,"e",2016-12-01
"45966",1,"a",2016-08-01
"45967",1,"b",2016-09-01
"45968",3,"c",2016-10-01
"45969",4,"d",2016-11-01
"45970",5,"e",2016-12-01
"45971",1,"a",2016-08-01
"45972",1,"b",2016-09-01
"45973",3,"c",2016-10-01
"45974",4,"d",2016-11-01
"45975",5,"e",2016-12-01
"45976",1,"a",2016-08-01
"45977",1,"b",2016-09-01
"45978",3,"c",2016-10-01
"45979",4,"d",2016-11-01
"45980",5,"e",2016-12-01
"45981",1,"a",2016-08-01
"45982",1,"b",2016-09-01
"45983",3,"c",2016-10-01
"45984",4,"d",2016-11-01
"45985",5,"e",2016-12-01
"45986",1,"a",2016-08-01
"45987",1,"b",2016-09-01
"45988",3,"c",2016-10-01
"45989",4,"d",2016-11-01
"45990",5,"e",2016-12-01
"45991",1,"a",2016-08-01
"45992",1,"b",2016-09-01
"45993",3,"c",2016-10-01
"45994",4,"d",2016-11-01
"45995",5,"e",2016-12-01
"45996",1,"a",2016-08-01
"45997",1,"b",2016-09-01
"45998",3,"c",2016-10-01
"45999",4,"d",2016-11-01
"46000",5,"e",2016-12-01
"46001",1,"a",2016-08-01
"46002",1,"b",2016-09-01
"46003",3,"c",2016-10-01
"46004",4,"d",2016-11-01
"46005",5,"e",2016-12-01
"46006",1,"a",2016-08-01
"46007",1,"b",2016-09-01
"46008",3,"c",2016-10-01
"46009",4,"d",2016-11-01
"46010",5,"e",2016-12-01
"46011",1,"a",2016-08-01
"46012",1,"b",2016-09-01
"46013",3,"c",2016-10-01
"46014",4,"d",2016-11-01
"46015",5,"e",2016-12-01
"46016",1,"a",2016-08-01
"46017",1,"b",2016-09-01
"46018",3,"c",2016-10-01
"46019",4,"d",2016-11-01
"46020",5,"e",2016-12-01
"46021",1,"a",2016-08-01
"46022",1,"b",2016-09-01
"46023",3,"c",2016-10-01
"46024",4,"d",2016-11-01
"46025",5,"e",2016-12-01
"46026",1,"a",2016-08-01
"46027",1,"b",2016-09-01
"46028",3,"c",2016-10-01
"46029",4,"d",2016-11-01
"46030",5,"e",2016-12-01
"46031",1,"a",2016-08-01
"46032",1,"b",2016-09-01
"46033",3,"c",2016-10-01
"46034",4,"d",2016-11-01
"46035",5,"e",2016-12-01
"46036",1,"a",2016-08-01
"46037",1,"b",2016-09-01
"46038",3,"c",2016-10-01
"46039",4,"d",2016-11-01
"46040",5,"e",2016-12-01
"46041",1,"a",2016-08-01
"46042",1,"b",2016-09-01
"46043",3,"c",2016-10-01
"46044",4,"d",2016-11-01
"46045",5,"e",2016-12-01
"46046",1,"a",2016-08-01
"46047",1,"b",2016-09-01
"46048",3,"c",2016-10-01
"46049",4,"d",2016-11-01
"46050",5,"e",2016-12-01
"46051",1,"a",2016-08-01
"46052",1,"b",2016-09-01
"46053",3,"c",2016-10-01
"46054",4,"d",2016-11-01
"46055",5,"e",2016-12-01
"46056",1,"a",2016-08-01
"46057",1,"b",2016-09-01
"46058",3,"c",2016-10-01
"46059",4,"d",2016-11-01
"46060",5,"e",2016-12-01
"46061",1,"a",2016-08-01
"46062",1,"b",2016-09-01
"46063",3,"c",2016-10-01
"46064",4,"d",2016-11-01
"46065",5,"e",2016-12-01
"46066",1,"a",2016-08-01
"46067",1,"b",2016-09-01
"46068",3,"c",2016-10-01
"46069",4,"d",2016-11-01
"46070",5,"e",2016-12-01
"46071",1,"a",2016-08-01
"46072",1,"b",2016-09-01
"46073",3,"c",2016-10-01
"46074",4,"d",2016-11-01
"46075",5,"e",2016-12-01
"46076",1,"a",2016-08-01
"46077",1,"b",2016-09-01
"46078",3,"c",2016-10-01
"46079",4,"d",2016-11-01
"46080",5,"e",2016-12-01
"46081",1,"a",2016-08-01
"46082",1,"b",2016-09-01
"46083",3,"c",2016-10-01
"46084",4,"d",2016-11-01
"46085",5,"e",2016-12-01
"46086",1,"a",2016-08-01
"46087",1,"b",2016-09-01
"46088",3,"c",2016-10-01
"46089",4,"d",2016-11-01
"46090",5,"e",2016-12-01
"46091",1,"a",2016-08-01
"46092",1,"b",2016-09-01
"46093",3,"c",2016-10-01
"46094",4,"d",2016-11-01
"46095",5,"e",2016-12-01
"46096",1,"a",2016-08-01
"46097",1,"b",2016-09-01
"46098",3,"c",2016-10-01
"46099",4,"d",2016-11-01
"46100",5,"e",2016-12-01
"46101",1,"a",2016-08-01
"46102",1,"b",2016-09-01
"46103",3,"c",2016-10-01
"46104",4,"d",2016-11-01
"46105",5,"e",2016-12-01
"46106",1,"a",2016-08-01
"46107",1,"b",2016-09-01
"46108",3,"c",2016-10-01
"46109",4,"d",2016-11-01
"46110",5,"e",2016-12-01
"46111",1,"a",2016-08-01
"46112",1,"b",2016-09-01
"46113",3,"c",2016-10-01
"46114",4,"d",2016-11-01
"46115",5,"e",2016-12-01
"46116",1,"a",2016-08-01
"46117",1,"b",2016-09-01
"46118",3,"c",2016-10-01
"46119",4,"d",2016-11-01
"46120",5,"e",2016-12-01
"46121",1,"a",2016-08-01
"46122",1,"b",2016-09-01
"46123",3,"c",2016-10-01
"46124",4,"d",2016-11-01
"46125",5,"e",2016-12-01
"46126",1,"a",2016-08-01
"46127",1,"b",2016-09-01
"46128",3,"c",2016-10-01
"46129",4,"d",2016-11-01
"46130",5,"e",2016-12-01
"46131",1,"a",2016-08-01
"46132",1,"b",2016-09-01
"46133",3,"c",2016-10-01
"46134",4,"d",2016-11-01
"46135",5,"e",2016-12-01
"46136",1,"a",2016-08-01
"46137",1,"b",2016-09-01
"46138",3,"c",2016-10-01
"46139",4,"d",2016-11-01
"46140",5,"e",2016-12-01
"46141",1,"a",2016-08-01
"46142",1,"b",2016-09-01
"46143",3,"c",2016-10-01
"46144",4,"d",2016-11-01
"46145",5,"e",2016-12-01
"46146",1,"a",2016-08-01
"46147",1,"b",2016-09-01
"46148",3,"c",2016-10-01
"46149",4,"d",2016-11-01
"46150",5,"e",2016-12-01
"46151",1,"a",2016-08-01
"46152",1,"b",2016-09-01
"46153",3,"c",2016-10-01
"46154",4,"d",2016-11-01
"46155",5,"e",2016-12-01
"46156",1,"a",2016-08-01
"46157",1,"b",2016-09-01
"46158",3,"c",2016-10-01
"46159",4,"d",2016-11-01
"46160",5,"e",2016-12-01
"46161",1,"a",2016-08-01
"46162",1,"b",2016-09-01
"46163",3,"c",2016-10-01
"46164",4,"d",2016-11-01
"46165",5,"e",2016-12-01
"46166",1,"a",2016-08-01
"46167",1,"b",2016-09-01
"46168",3,"c",2016-10-01
"46169",4,"d",2016-11-01
"46170",5,"e",2016-12-01
"46171",1,"a",2016-08-01
"46172",1,"b",2016-09-01
"46173",3,"c",2016-10-01
"46174",4,"d",2016-11-01
"46175",5,"e",2016-12-01
"46176",1,"a",2016-08-01
"46177",1,"b",2016-09-01
"46178",3,"c",2016-10-01
"46179",4,"d",2016-11-01
"46180",5,"e",2016-12-01
"46181",1,"a",2016-08-01
"46182",1,"b",2016-09-01
"46183",3,"c",2016-10-01
"46184",4,"d",2016-11-01
"46185",5,"e",2016-12-01
"46186",1,"a",2016-08-01
"46187",1,"b",2016-09-01
"46188",3,"c",2016-10-01
"46189",4,"d",2016-11-01
"46190",5,"e",2016-12-01
"46191",1,"a",2016-08-01
"46192",1,"b",2016-09-01
"46193",3,"c",2016-10-01
"46194",4,"d",2016-11-01
"46195",5,"e",2016-12-01
"46196",1,"a",2016-08-01
"46197",1,"b",2016-09-01
"46198",3,"c",2016-10-01
"46199",4,"d",2016-11-01
"46200",5,"e",2016-12-01
"46201",1,"a",2016-08-01
"46202",1,"b",2016-09-01
"46203",3,"c",2016-10-01
"46204",4,"d",2016-11-01
"46205",5,"e",2016-12-01
"46206",1,"a",2016-08-01
"46207",1,"b",2016-09-01
"46208",3,"c",2016-10-01
"46209",4,"d",2016-11-01
"46210",5,"e",2016-12-01
"46211",1,"a",2016-08-01
"46212",1,"b",2016-09-01
"46213",3,"c",2016-10-01
"46214",4,"d",2016-11-01
"46215",5,"e",2016-12-01
"46216",1,"a",2016-08-01
"46217",1,"b",2016-09-01
"46218",3,"c",2016-10-01
"46219",4,"d",2016-11-01
"46220",5,"e",2016-12-01
"46221",1,"a",2016-08-01
"46222",1,"b",2016-09-01
"46223",3,"c",2016-10-01
"46224",4,"d",2016-11-01
"46225",5,"e",2016-12-01
"46226",1,"a",2016-08-01
"46227",1,"b",2016-09-01
"46228",3,"c",2016-10-01
"46229",4,"d",2016-11-01
"46230",5,"e",2016-12-01
"46231",1,"a",2016-08-01
"46232",1,"b",2016-09-01
"46233",3,"c",2016-10-01
"46234",4,"d",2016-11-01
"46235",5,"e",2016-12-01
"46236",1,"a",2016-08-01
"46237",1,"b",2016-09-01
"46238",3,"c",2016-10-01
"46239",4,"d",2016-11-01
"46240",5,"e",2016-12-01
"46241",1,"a",2016-08-01
"46242",1,"b",2016-09-01
"46243",3,"c",2016-10-01
"46244",4,"d",2016-11-01
"46245",5,"e",2016-12-01
"46246",1,"a",2016-08-01
"46247",1,"b",2016-09-01
"46248",3,"c",2016-10-01
"46249",4,"d",2016-11-01
"46250",5,"e",2016-12-01
"46251",1,"a",2016-08-01
"46252",1,"b",2016-09-01
"46253",3,"c",2016-10-01
"46254",4,"d",2016-11-01
"46255",5,"e",2016-12-01
"46256",1,"a",2016-08-01
"46257",1,"b",2016-09-01
"46258",3,"c",2016-10-01
"46259",4,"d",2016-11-01
"46260",5,"e",2016-12-01
"46261",1,"a",2016-08-01
"46262",1,"b",2016-09-01
"46263",3,"c",2016-10-01
"46264",4,"d",2016-11-01
"46265",5,"e",2016-12-01
"46266",1,"a",2016-08-01
"46267",1,"b",2016-09-01
"46268",3,"c",2016-10-01
"46269",4,"d",2016-11-01
"46270",5,"e",2016-12-01
"46271",1,"a",2016-08-01
"46272",1,"b",2016-09-01
"46273",3,"c",2016-10-01
"46274",4,"d",2016-11-01
"46275",5,"e",2016-12-01
"46276",1,"a",2016-08-01
"46277",1,"b",2016-09-01
"46278",3,"c",2016-10-01
"46279",4,"d",2016-11-01
"46280",5,"e",2016-12-01
"46281",1,"a",2016-08-01
"46282",1,"b",2016-09-01
"46283",3,"c",2016-10-01
"46284",4,"d",2016-11-01
"46285",5,"e",2016-12-01
"46286",1,"a",2016-08-01
"46287",1,"b",2016-09-01
"46288",3,"c",2016-10-01
"46289",4,"d",2016-11-01
"46290",5,"e",2016-12-01
"46291",1,"a",2016-08-01
"46292",1,"b",2016-09-01
"46293",3,"c",2016-10-01
"46294",4,"d",2016-11-01
"46295",5,"e",2016-12-01
"46296",1,"a",2016-08-01
"46297",1,"b",2016-09-01
"46298",3,"c",2016-10-01
"46299",4,"d",2016-11-01
"46300",5,"e",2016-12-01
"46301",1,"a",2016-08-01
"46302",1,"b",2016-09-01
"46303",3,"c",2016-10-01
"46304",4,"d",2016-11-01
"46305",5,"e",2016-12-01
"46306",1,"a",2016-08-01
"46307",1,"b",2016-09-01
"46308",3,"c",2016-10-01
"46309",4,"d",2016-11-01
"46310",5,"e",2016-12-01
"46311",1,"a",2016-08-01
"46312",1,"b",2016-09-01
"46313",3,"c",2016-10-01
"46314",4,"d",2016-11-01
"46315",5,"e",2016-12-01
"46316",1,"a",2016-08-01
"46317",1,"b",2016-09-01
"46318",3,"c",2016-10-01
"46319",4,"d",2016-11-01
"46320",5,"e",2016-12-01
"46321",1,"a",2016-08-01
"46322",1,"b",2016-09-01
"46323",3,"c",2016-10-01
"46324",4,"d",2016-11-01
"46325",5,"e",2016-12-01
"46326",1,"a",2016-08-01
"46327",1,"b",2016-09-01
"46328",3,"c",2016-10-01
"46329",4,"d",2016-11-01
"46330",5,"e",2016-12-01
"46331",1,"a",2016-08-01
"46332",1,"b",2016-09-01
"46333",3,"c",2016-10-01
"46334",4,"d",2016-11-01
"46335",5,"e",2016-12-01
"46336",1,"a",2016-08-01
"46337",1,"b",2016-09-01
"46338",3,"c",2016-10-01
"46339",4,"d",2016-11-01
"46340",5,"e",2016-12-01
"46341",1,"a",2016-08-01
"46342",1,"b",2016-09-01
"46343",3,"c",2016-10-01
"46344",4,"d",2016-11-01
"46345",5,"e",2016-12-01
"46346",1,"a",2016-08-01
"46347",1,"b",2016-09-01
"46348",3,"c",2016-10-01
"46349",4,"d",2016-11-01
"46350",5,"e",2016-12-01
"46351",1,"a",2016-08-01
"46352",1,"b",2016-09-01
"46353",3,"c",2016-10-01
"46354",4,"d",2016-11-01
"46355",5,"e",2016-12-01
"46356",1,"a",2016-08-01
"46357",1,"b",2016-09-01
"46358",3,"c",2016-10-01
"46359",4,"d",2016-11-01
"46360",5,"e",2016-12-01
"46361",1,"a",2016-08-01
"46362",1,"b",2016-09-01
"46363",3,"c",2016-10-01
"46364",4,"d",2016-11-01
"46365",5,"e",2016-12-01
"46366",1,"a",2016-08-01
"46367",1,"b",2016-09-01
"46368",3,"c",2016-10-01
"46369",4,"d",2016-11-01
"46370",5,"e",2016-12-01
"46371",1,"a",2016-08-01
"46372",1,"b",2016-09-01
"46373",3,"c",2016-10-01
"46374",4,"d",2016-11-01
"46375",5,"e",2016-12-01
"46376",1,"a",2016-08-01
"46377",1,"b",2016-09-01
"46378",3,"c",2016-10-01
"46379",4,"d",2016-11-01
"46380",5,"e",2016-12-01
"46381",1,"a",2016-08-01
"46382",1,"b",2016-09-01
"46383",3,"c",2016-10-01
"46384",4,"d",2016-11-01
"46385",5,"e",2016-12-01
"46386",1,"a",2016-08-01
"46387",1,"b",2016-09-01
"46388",3,"c",2016-10-01
"46389",4,"d",2016-11-01
"46390",5,"e",2016-12-01
"46391",1,"a",2016-08-01
"46392",1,"b",2016-09-01
"46393",3,"c",2016-10-01
"46394",4,"d",2016-11-01
"46395",5,"e",2016-12-01
"46396",1,"a",2016-08-01
"46397",1,"b",2016-09-01
"46398",3,"c",2016-10-01
"46399",4,"d",2016-11-01
"46400",5,"e",2016-12-01
"46401",1,"a",2016-08-01
"46402",1,"b",2016-09-01
"46403",3,"c",2016-10-01
"46404",4,"d",2016-11-01
"46405",5,"e",2016-12-01
"46406",1,"a",2016-08-01
"46407",1,"b",2016-09-01
"46408",3,"c",2016-10-01
"46409",4,"d",2016-11-01
"46410",5,"e",2016-12-01
"46411",1,"a",2016-08-01
"46412",1,"b",2016-09-01
"46413",3,"c",2016-10-01
"46414",4,"d",2016-11-01
"46415",5,"e",2016-12-01
"46416",1,"a",2016-08-01
"46417",1,"b",2016-09-01
"46418",3,"c",2016-10-01
"46419",4,"d",2016-11-01
"46420",5,"e",2016-12-01
"46421",1,"a",2016-08-01
"46422",1,"b",2016-09-01
"46423",3,"c",2016-10-01
"46424",4,"d",2016-11-01
"46425",5,"e",2016-12-01
"46426",1,"a",2016-08-01
"46427",1,"b",2016-09-01
"46428",3,"c",2016-10-01
"46429",4,"d",2016-11-01
"46430",5,"e",2016-12-01
"46431",1,"a",2016-08-01
"46432",1,"b",2016-09-01
"46433",3,"c",2016-10-01
"46434",4,"d",2016-11-01
"46435",5,"e",2016-12-01
"46436",1,"a",2016-08-01
"46437",1,"b",2016-09-01
"46438",3,"c",2016-10-01
"46439",4,"d",2016-11-01
"46440",5,"e",2016-12-01
"46441",1,"a",2016-08-01
"46442",1,"b",2016-09-01
"46443",3,"c",2016-10-01
"46444",4,"d",2016-11-01
"46445",5,"e",2016-12-01
"46446",1,"a",2016-08-01
"46447",1,"b",2016-09-01
"46448",3,"c",2016-10-01
"46449",4,"d",2016-11-01
"46450",5,"e",2016-12-01
"46451",1,"a",2016-08-01
"46452",1,"b",2016-09-01
"46453",3,"c",2016-10-01
"46454",4,"d",2016-11-01
"46455",5,"e",2016-12-01
"46456",1,"a",2016-08-01
"46457",1,"b",2016-09-01
"46458",3,"c",2016-10-01
"46459",4,"d",2016-11-01
"46460",5,"e",2016-12-01
"46461",1,"a",2016-08-01
"46462",1,"b",2016-09-01
"46463",3,"c",2016-10-01
"46464",4,"d",2016-11-01
"46465",5,"e",2016-12-01
"46466",1,"a",2016-08-01
"46467",1,"b",2016-09-01
"46468",3,"c",2016-10-01
"46469",4,"d",2016-11-01
"46470",5,"e",2016-12-01
"46471",1,"a",2016-08-01
"46472",1,"b",2016-09-01
"46473",3,"c",2016-10-01
"46474",4,"d",2016-11-01
"46475",5,"e",2016-12-01
"46476",1,"a",2016-08-01
"46477",1,"b",2016-09-01
"46478",3,"c",2016-10-01
"46479",4,"d",2016-11-01
"46480",5,"e",2016-12-01
"46481",1,"a",2016-08-01
"46482",1,"b",2016-09-01
"46483",3,"c",2016-10-01
"46484",4,"d",2016-11-01
"46485",5,"e",2016-12-01
"46486",1,"a",2016-08-01
"46487",1,"b",2016-09-01
"46488",3,"c",2016-10-01
"46489",4,"d",2016-11-01
"46490",5,"e",2016-12-01
"46491",1,"a",2016-08-01
"46492",1,"b",2016-09-01
"46493",3,"c",2016-10-01
"46494",4,"d",2016-11-01
"46495",5,"e",2016-12-01
"46496",1,"a",2016-08-01
"46497",1,"b",2016-09-01
"46498",3,"c",2016-10-01
"46499",4,"d",2016-11-01
"46500",5,"e",2016-12-01
"46501",1,"a",2016-08-01
"46502",1,"b",2016-09-01
"46503",3,"c",2016-10-01
"46504",4,"d",2016-11-01
"46505",5,"e",2016-12-01
"46506",1,"a",2016-08-01
"46507",1,"b",2016-09-01
"46508",3,"c",2016-10-01
"46509",4,"d",2016-11-01
"46510",5,"e",2016-12-01
"46511",1,"a",2016-08-01
"46512",1,"b",2016-09-01
"46513",3,"c",2016-10-01
"46514",4,"d",2016-11-01
"46515",5,"e",2016-12-01
"46516",1,"a",2016-08-01
"46517",1,"b",2016-09-01
"46518",3,"c",2016-10-01
"46519",4,"d",2016-11-01
"46520",5,"e",2016-12-01
"46521",1,"a",2016-08-01
"46522",1,"b",2016-09-01
"46523",3,"c",2016-10-01
"46524",4,"d",2016-11-01
"46525",5,"e",2016-12-01
"46526",1,"a",2016-08-01
"46527",1,"b",2016-09-01
"46528",3,"c",2016-10-01
"46529",4,"d",2016-11-01
"46530",5,"e",2016-12-01
"46531",1,"a",2016-08-01
"46532",1,"b",2016-09-01
"46533",3,"c",2016-10-01
"46534",4,"d",2016-11-01
"46535",5,"e",2016-12-01
"46536",1,"a",2016-08-01
"46537",1,"b",2016-09-01
"46538",3,"c",2016-10-01
"46539",4,"d",2016-11-01
"46540",5,"e",2016-12-01
"46541",1,"a",2016-08-01
"46542",1,"b",2016-09-01
"46543",3,"c",2016-10-01
"46544",4,"d",2016-11-01
"46545",5,"e",2016-12-01
"46546",1,"a",2016-08-01
"46547",1,"b",2016-09-01
"46548",3,"c",2016-10-01
"46549",4,"d",2016-11-01
"46550",5,"e",2016-12-01
"46551",1,"a",2016-08-01
"46552",1,"b",2016-09-01
"46553",3,"c",2016-10-01
"46554",4,"d",2016-11-01
"46555",5,"e",2016-12-01
"46556",1,"a",2016-08-01
"46557",1,"b",2016-09-01
"46558",3,"c",2016-10-01
"46559",4,"d",2016-11-01
"46560",5,"e",2016-12-01
"46561",1,"a",2016-08-01
"46562",1,"b",2016-09-01
"46563",3,"c",2016-10-01
"46564",4,"d",2016-11-01
"46565",5,"e",2016-12-01
"46566",1,"a",2016-08-01
"46567",1,"b",2016-09-01
"46568",3,"c",2016-10-01
"46569",4,"d",2016-11-01
"46570",5,"e",2016-12-01
"46571",1,"a",2016-08-01
"46572",1,"b",2016-09-01
"46573",3,"c",2016-10-01
"46574",4,"d",2016-11-01
"46575",5,"e",2016-12-01
"46576",1,"a",2016-08-01
"46577",1,"b",2016-09-01
"46578",3,"c",2016-10-01
"46579",4,"d",2016-11-01
"46580",5,"e",2016-12-01
"46581",1,"a",2016-08-01
"46582",1,"b",2016-09-01
"46583",3,"c",2016-10-01
"46584",4,"d",2016-11-01
"46585",5,"e",2016-12-01
"46586",1,"a",2016-08-01
"46587",1,"b",2016-09-01
"46588",3,"c",2016-10-01
"46589",4,"d",2016-11-01
"46590",5,"e",2016-12-01
"46591",1,"a",2016-08-01
"46592",1,"b",2016-09-01
"46593",3,"c",2016-10-01
"46594",4,"d",2016-11-01
"46595",5,"e",2016-12-01
"46596",1,"a",2016-08-01
"46597",1,"b",2016-09-01
"46598",3,"c",2016-10-01
"46599",4,"d",2016-11-01
"46600",5,"e",2016-12-01
"46601",1,"a",2016-08-01
"46602",1,"b",2016-09-01
"46603",3,"c",2016-10-01
"46604",4,"d",2016-11-01
"46605",5,"e",2016-12-01
"46606",1,"a",2016-08-01
"46607",1,"b",2016-09-01
"46608",3,"c",2016-10-01
"46609",4,"d",2016-11-01
"46610",5,"e",2016-12-01
"46611",1,"a",2016-08-01
"46612",1,"b",2016-09-01
"46613",3,"c",2016-10-01
"46614",4,"d",2016-11-01
"46615",5,"e",2016-12-01
"46616",1,"a",2016-08-01
"46617",1,"b",2016-09-01
"46618",3,"c",2016-10-01
"46619",4,"d",2016-11-01
"46620",5,"e",2016-12-01
"46621",1,"a",2016-08-01
"46622",1,"b",2016-09-01
"46623",3,"c",2016-10-01
"46624",4,"d",2016-11-01
"46625",5,"e",2016-12-01
"46626",1,"a",2016-08-01
"46627",1,"b",2016-09-01
"46628",3,"c",2016-10-01
"46629",4,"d",2016-11-01
"46630",5,"e",2016-12-01
"46631",1,"a",2016-08-01
"46632",1,"b",2016-09-01
"46633",3,"c",2016-10-01
"46634",4,"d",2016-11-01
"46635",5,"e",2016-12-01
"46636",1,"a",2016-08-01
"46637",1,"b",2016-09-01
"46638",3,"c",2016-10-01
"46639",4,"d",2016-11-01
"46640",5,"e",2016-12-01
"46641",1,"a",2016-08-01
"46642",1,"b",2016-09-01
"46643",3,"c",2016-10-01
"46644",4,"d",2016-11-01
"46645",5,"e",2016-12-01
"46646",1,"a",2016-08-01
"46647",1,"b",2016-09-01
"46648",3,"c",2016-10-01
"46649",4,"d",2016-11-01
"46650",5,"e",2016-12-01
"46651",1,"a",2016-08-01
"46652",1,"b",2016-09-01
"46653",3,"c",2016-10-01
"46654",4,"d",2016-11-01
"46655",5,"e",2016-12-01
"46656",1,"a",2016-08-01
"46657",1,"b",2016-09-01
"46658",3,"c",2016-10-01
"46659",4,"d",2016-11-01
"46660",5,"e",2016-12-01
"46661",1,"a",2016-08-01
"46662",1,"b",2016-09-01
"46663",3,"c",2016-10-01
"46664",4,"d",2016-11-01
"46665",5,"e",2016-12-01
"46666",1,"a",2016-08-01
"46667",1,"b",2016-09-01
"46668",3,"c",2016-10-01
"46669",4,"d",2016-11-01
"46670",5,"e",2016-12-01
"46671",1,"a",2016-08-01
"46672",1,"b",2016-09-01
"46673",3,"c",2016-10-01
"46674",4,"d",2016-11-01
"46675",5,"e",2016-12-01
"46676",1,"a",2016-08-01
"46677",1,"b",2016-09-01
"46678",3,"c",2016-10-01
"46679",4,"d",2016-11-01
"46680",5,"e",2016-12-01
"46681",1,"a",2016-08-01
"46682",1,"b",2016-09-01
"46683",3,"c",2016-10-01
"46684",4,"d",2016-11-01
"46685",5,"e",2016-12-01
"46686",1,"a",2016-08-01
"46687",1,"b",2016-09-01
"46688",3,"c",2016-10-01
"46689",4,"d",2016-11-01
"46690",5,"e",2016-12-01
"46691",1,"a",2016-08-01
"46692",1,"b",2016-09-01
"46693",3,"c",2016-10-01
"46694",4,"d",2016-11-01
"46695",5,"e",2016-12-01
"46696",1,"a",2016-08-01
"46697",1,"b",2016-09-01
"46698",3,"c",2016-10-01
"46699",4,"d",2016-11-01
"46700",5,"e",2016-12-01
"46701",1,"a",2016-08-01
"46702",1,"b",2016-09-01
"46703",3,"c",2016-10-01
"46704",4,"d",2016-11-01
"46705",5,"e",2016-12-01
"46706",1,"a",2016-08-01
"46707",1,"b",2016-09-01
"46708",3,"c",2016-10-01
"46709",4,"d",2016-11-01
"46710",5,"e",2016-12-01
"46711",1,"a",2016-08-01
"46712",1,"b",2016-09-01
"46713",3,"c",2016-10-01
"46714",4,"d",2016-11-01
"46715",5,"e",2016-12-01
"46716",1,"a",2016-08-01
"46717",1,"b",2016-09-01
"46718",3,"c",2016-10-01
"46719",4,"d",2016-11-01
"46720",5,"e",2016-12-01
"46721",1,"a",2016-08-01
"46722",1,"b",2016-09-01
"46723",3,"c",2016-10-01
"46724",4,"d",2016-11-01
"46725",5,"e",2016-12-01
"46726",1,"a",2016-08-01
"46727",1,"b",2016-09-01
"46728",3,"c",2016-10-01
"46729",4,"d",2016-11-01
"46730",5,"e",2016-12-01
"46731",1,"a",2016-08-01
"46732",1,"b",2016-09-01
"46733",3,"c",2016-10-01
"46734",4,"d",2016-11-01
"46735",5,"e",2016-12-01
"46736",1,"a",2016-08-01
"46737",1,"b",2016-09-01
"46738",3,"c",2016-10-01
"46739",4,"d",2016-11-01
"46740",5,"e",2016-12-01
"46741",1,"a",2016-08-01
"46742",1,"b",2016-09-01
"46743",3,"c",2016-10-01
"46744",4,"d",2016-11-01
"46745",5,"e",2016-12-01
"46746",1,"a",2016-08-01
"46747",1,"b",2016-09-01
"46748",3,"c",2016-10-01
"46749",4,"d",2016-11-01
"46750",5,"e",2016-12-01
"46751",1,"a",2016-08-01
"46752",1,"b",2016-09-01
"46753",3,"c",2016-10-01
"46754",4,"d",2016-11-01
"46755",5,"e",2016-12-01
"46756",1,"a",2016-08-01
"46757",1,"b",2016-09-01
"46758",3,"c",2016-10-01
"46759",4,"d",2016-11-01
"46760",5,"e",2016-12-01
"46761",1,"a",2016-08-01
"46762",1,"b",2016-09-01
"46763",3,"c",2016-10-01
"46764",4,"d",2016-11-01
"46765",5,"e",2016-12-01
"46766",1,"a",2016-08-01
"46767",1,"b",2016-09-01
"46768",3,"c",2016-10-01
"46769",4,"d",2016-11-01
"46770",5,"e",2016-12-01
"46771",1,"a",2016-08-01
"46772",1,"b",2016-09-01
"46773",3,"c",2016-10-01
"46774",4,"d",2016-11-01
"46775",5,"e",2016-12-01
"46776",1,"a",2016-08-01
"46777",1,"b",2016-09-01
"46778",3,"c",2016-10-01
